-20	11	481	100	100	1	90	81	8	151	60	8	20	7	8	20	7	52	21	23	157	61	7	36	25	9	13	10	33	9	8	7	7	7	38	58	9	176	36	7	11	20	8	9	10	9	67	11	24	21	29	17	24	39	7	7	8	14	9	9	23	8	32	7	8	10	27	13	21	57	8	8	12	18	20	10	179	76	93	251	14	52	28	30	73	98	41	89	46	9	11	34	62	33	10	11	10	18	25	26	10	19	36	7	10	7	12
-15	12	681	100	100	57	-20	30	11	10	14	18	11	8	245	7	99	13	7	9	41	67	69	18	9	27	9	6	10	9	49	8	13	7	7	8	43	8	26	11	38	16	11	33	9	9	9	12	7	8	12	12	47	7	7	16	23	23	12	34	18	7	77	7	9	14	20	7	21	22	9	7	20	7	13	6	7	12	22	29	20	7	7	11	14	7	8	52	25	34	11	22	25	45	9	7	21	19	9	7	7	29	7	25	8	7	43
-10	8	484	100	100	69	-15	7	7	7	11	33	7	17	10	15	40	7	7	72	28	33	28	9	7	17	11	7	36	20	16	7	12	74	9	26	20	7	7	11	55	8	7	13	48	50	7	8	8	7	14	9	6	7	12	7	17	16	71	7	9	50	17	89	7	63	75	34	7	114	10	8	46	29	7	9	7	13	25	11	7	9	9	132	12	11	75	7	103	12	8	13	8	18	50	10	8	9	9	9	8	10	10	7	7	136	26
-5	9	577	100	100	54	-10	39	8	52	13	85	80	73	9	7	8	8	7	38	41	7	7	11	143	27	18	8	51	33	17	12	19	7	33	105	7	8	7	26	7	21	7	8	11	7	11	48	18	45	10	7	7	7	9	74	33	67	14	56	6	7	19	14	81	9	22	7	113	23	8	26	7	53	97	7	7	7	34	8	107	7	18	23	8	108	13	28	7	20	8	20	23	7	7	7	11	19	7	9	14	10	72	55	7	7	9
0	10	645	100	100	59	-5	98	7	7	60	7	8	78	60	7	9	25	64	11	51	7	11	42	7	22	23	43	8	8	82	8	25	21	21	41	18	23	15	10	18	31	7	16	14	31	60	20	30	24	44	126	9	43	19	48	13	11	16	9	36	33	10	10	7	9	22	113	24	13	17	9	29	7	7	7	12	50	33	9	23	7	9	17	7	34	29	7	24	15	14	8	7	8	16	8	71	8	24	7	10	17	46	29	11	44	8
5	10	665	100	100	74	0	13	18	49	16	16	11	15	9	27	8	46	14	33	7	8	16	13	13	38	9	41	36	19	7	57	7	27	10	22	131	7	12	7	7	8	48	35	17	7	8	7	8	13	12	36	7	14	44	10	19	7	61	7	9	21	15	46	7	18	23	9	10	16	13	12	24	100	37	7	8	7	28	7	8	20	23	17	46	11	7	7	9	24	7	13	6	8	7	8	9	24	8	23	12	12	7	7	10	22	11
10	10	694	100	100	85	5	7	7	91	39	19	27	7	8	49	18	7	15	36	50	7	21	11	18	11	8	7	7	14	8	8	7	7	10	14	9	55	7	34	19	17	20	7	7	47	7	7	7	7	7	67	14	26	11	33	12	7	46	7	69	7	7	10	8	16	115	7	40	8	32	13	19	7	10	8	15	7	12	26	37	38	7	7	7	10	7	89	7	10	7	11	7	6	36	8	9	8	9	7	7	20	15	7	40	38	7
15	10	751	100	100	81	10	7	7	9	11	7	7	14	20	7	12	19	7	42	7	7	15	7	7	7	11	22	9	14	20	54	20	12	7	7	7	7	41	33	13	55	20	7	7	7	23	7	7	7	45	7	8	18	7	11	12	42	7	12	65	144	13	7	7	7	18	7	28	7	7	7	7	7	7	22	7	23	43	7	34	7	19	7	16	27	8	25	7	13	11	40	36	6	57	7	43	12	7	23	7	7	9	7	7	21	16
20	8	612	100	100	61	15	29	7	7	7	9	7	42	7	29	15	14	19	39	7	9	7	7	7	7	8	12	13	6	7	7	10	7	7	42	7	7	7	22	7	7	8	7	7	31	8	7	7	7	10	7	7	43	7	7	7	7	7	20	7	7	39	7	7	7	75	7	11	7	19	7	15	8	23	7	13	7	8	64	13	8	7	33	21	30	7	16	7	7	11	39	7	6	7	8	18	9	7	11	7	7	18	10	15	28	7
25	6	486	100	100	72	20	7	7	7	60	75	14	7	7	7	7	23	7	7	12	7	8	7	12	7	7	11	12	13	8	8	8	7	10	7	24	7	7	7	7	7	7	7	7	29	8	21	7	18	7	7	9	7	7	7	44	11	7	7	19	7	7	14	7	22	11	11	7	7	6	8	7	7	7	7	7	7	7	45	7	8	7	7	9	23	7	7	7	9	7	7	24	7	6	7	7	43	7	7	7	7	13	7	52	13	8
30	12	961	100	100	42	25	7	7	7	18	7	7	7	6	7	57	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	14	7	7	8	7	7	7	11	7	7	35	7	7	22	7	12	7	20	7	6	7	7	7	7	32	9	7	11	7	7	7	7	7	8	7	12	7	7	12	7	8	7	9	8	7	7	7	7	7	43	7	6	7	7	7	7	7	9	8	15	7	7	7	16
35	13	1033	100	100	75	30	7	7	7	7	8	7	11	7	11	9	7	7	7	7	7	7	7	7	7	8	7	11	7	7	7	12	7	7	7	7	7	6	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	13	7	8	7	7	8	17	7	7	7	7	7	7	7	7	7	7	7	7	7	18	7	6	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	20	7	7	19	7	7	8	6	7	7	7	8
40	12	985	100	100	91	35	7	7	7	13	7	7	7	6	7	19	7	7	7	7	8	6	7	7	7	8	7	7	7	6	8	7	7	7	7	7	7	7	7	7	8	10	7	7	7	7	7	7	7	7	7	7	7	6	7	11	7	7	7	8	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	6	8	7	7	7	13	9	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	8
45	11	917	100	100	81	40	7	7	7	7	7	15	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	13	7	8	7	7	7	7	6	7	7	7	7	7	7	11	7	7	18	14	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	239	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	13	7	7
50	13	1126	100	100	85	45	6	7	7	7	8	8	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	8	7	7	7	7	7	13	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8
55	12	1055	100	100	93	50	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	8	7	7	7	9	8	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7
60	12	1096	100	100	93	55	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	8	6	7	7	7	7	7	7	7	6	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	8	7	7	7	8	7	7	7	7	8	7	7	7	7	7
65	8	736	100	100	87	60	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	6	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	6	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
70	4	374	100	100	55	65	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
75	2	196	100	100	25	70	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7
80	0	0	100	100	25	70	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	9	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7
85	0	0	100	100	25	70	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	8	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
90	0	0	100	100	25	70	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	8	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7
95	0	0	100	100	25	70	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	8	7	7	8	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	8
100	0	0	100	100	25	70	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
105	4	371	100	100	1	90	7	49	7	7	7	7	7	7	7	8	96	7	7	7	7	7	57	7	39	7	7	7	7	7	7	7	7	7	7	7	7	7	7	76	22	100	7	7	7	34	7	7	7	7	7	7	7	7	7	7	7	7	7	17	7	7	7	24	7	7	8	7	31	7	8	7	7	97	7	7	7	7	7	7	8	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
110	0	0	100	100	1	90	7	7	7	42	23	12	7	7	7	7	7	7	7	7	7	7	23	27	9	8	7	7	7	7	103	7	11	7	18	7	7	7	7	7	8	7	7	7	7	7	22	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	12	7	7	7	7	7	7	7	8	7	7	7	7	17	7	7	7	7	47	7	7	7	7	8	7	7	7	7	21	21	7	7	17	7
