55	3	285	100	100	21	50	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	6	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7
60	6	566	100	100	3	55	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	8	7	7	7	7	7
65	10	945	100	100	21	60	7	7	8	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	6	8	7	7	7	7	8	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8
70	7	677	100	100	29	65	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	8	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	6	8	7	7	7	7	8	7	6	7	7	7
75	4	391	100	100	15	70	7	7	7	7	7	7	7	7	6	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	6	7	7	7	9	7	7	8	6	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	8	7	8
80	0	0	100	100	15	70	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	8	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7
85	0	0	100	100	15	70	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	10	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7
90	0	0	100	100	15	70	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	9	7	7	7	7	7	7	7	7	8	7	7	7	7	7
95	0	0	100	100	15	70	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8
100	0	0	100	100	15	70	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	9	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
