35	13	1000	100	100	98	30	7	7	7	7	7	7	7	7	7	8	12	7	7	7	8	12	7	39	7	7	6	7	7	31	25	7	7	7	7	7	31	7	8	7	7	7	7	7	11	8	7	33	7	7	15	7	7	7	7	8	7	8	6	7	8	21	7	7	7	7	7	7	7	12	7	36	7	7	6	13	47	7	7	7	7	7	7	42	7	7	7	58	7	7	7	7	73	19	7	7	7	7	6	7	7	7	17	7	7	8
40	13	1029	100	100	97	35	7	7	7	7	7	7	7	7	36	38	7	7	7	7	18	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	40	52	7	7	7	7	8	7	7	7	7	8	6	7	7	7	7	12	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	8	7	7	7	7	7	7	6	25	27	7	7	7	7	7	7	7	7	9	8	7	42	31	7	7	7	7	7	7	7
45	13	1051	100	100	98	40	7	7	30	7	7	6	7	7	7	8	7	7	7	6	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	10	38	21	7	8	7	7	7	6	8	7	20	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	31	7	7	7	7	8	7	7	7	7	8
50	13	1069	100	100	93	45	7	7	9	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	48	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	6	7	7	7	7	7	7	7	6	8	7	7	18	7	8
55	13	1103	100	100	91	50	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	6	7	8	7	7	8	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	6	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	6	7	7	7	7	7	7	7	7	7	7	7	7	7
60	10	877	100	100	93	55	7	7	7	7	8	7	6	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	8	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	6	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	8
65	12	1072	100	100	88	60	7	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	6	7	8	7	7	7	7	9	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8
70	13	1200	100	100	98	65	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	10	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	6	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	6	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	8	7	7	7	6	7	7	7	8
75	12	1133	100	100	98	70	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	8	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	8	7	7	7	7	7
80	2	193	100	100	28	75	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	9	7	7	8	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7
85	0	0	100	100	28	75	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
90	0	0	100	100	28	75	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	7	7	7	9	7	7	7	8	7	7	7	7	7	7	7	7	7	7
95	0	0	100	100	28	75	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	9	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8
100	0	0	100	100	28	75	7	7	8	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
105	0	0	100	100	28	75	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	16	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7
110	0	0	100	100	28	75	7	7	7	7	43	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	11	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	24	7	7	7	7	7	7	7	7	7	7	27	7	7	7	7	7	7	7	7	7	7	7	7	8	42	7	15	7	7
115	0	0	100	100	28	75	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	11	7	7	75	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	11	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	9	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7
